AREA,PERIMETER,ELTCODE,LTACODE,NOTES,SUBSECTION,ELT,PLASS1,PLASS2,SOIL,SLOPE,LNDFM,ASPECT,ELTP,ELT_NAME,SUBSECTI_1,LTA_NAME,Shape_Length,Shape_Area
111052.0,1744.1700439453125,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1744.1747061160027,111052.1875
30711.80078125,747.5490112304688,904,Ba10, ,M221Ba,Ba10-47,470.0,888,Ca,F,11.0,Z,210052.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,747.5489603197178,30711.8125
1499.199951171875,265.7869873046875,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,265.78668216304277,1499.203125
239092.0,2093.110107421875,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2093.107044748996,239092.15625
240250.0,2793.9599609375,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2793.957000299829,240250.03125
8.8125,28.87529945373535,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,28.875310564421028,8.8125
1796.52001953125,225.5540008544922,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,225.5539510069458,1796.515625
56735.8984375,1157.719970703125,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1157.724731010674,56735.90625
19437.900390625,614.7100219726562,906,Ba10, ,M221Ba,Ba10-22,220.0,210,Ca,F,42.0,CE,210054.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,614.7103032975315,19437.921875
92547.6015625,1854.760009765625,908,Ba10, ,M221Ba,Ba10-23,239.0,200,Dm,F,44.0,SW,210056.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1854.7621363959672,92547.578125
39596.30078125,1041.0400390625,907,Ba10, ,M221Ba,Ba10-22,220.0,888,Bm,F,50.0,Z,210055.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1041.0428732174141,39596.34375
291243.0,2963.27001953125,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2963.265421065494,291242.953125
179334.0,2546.27001953125,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2546.2685215508445,179333.921875
40286.30078125,1261.8199462890625,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1261.8209982085104,40286.328125
483748.0,3734.889892578125,909,Ba10, ,M221Ba,Ba10-23,238.0,240,Dm,F,44.0,NE,210057.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3734.8865405090205,483747.6875
542541.0,4483.4599609375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,4483.464150073056,542540.59375
173053.0,1977.8499755859375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1977.84805918555,173053.34375
66635.1015625,1108.6300048828125,315,Ba10, ,M221Ba,Ba10-23,239.0,888,Be,F,43.0,SW,210015.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1108.6269336689882,66635.109375
244043.0,3609.110107421875,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3609.111350784693,244042.921875
238063.0,2382.659912109375,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2382.6549745823127,238062.578125
131691.0,1907.3699951171875,315,Ba10, ,M221Ba,Ba10-23,239.0,888,Be,F,43.0,SW,210015.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1907.3705741349877,131690.875
76565.296875,1313.8299560546875,325,Ba10, ,M221Ba,Ba10-30,300.0,240,Ch,E,43.0,NW,210025.0,Allegheny Front beech,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1313.8326668809427,76565.25
184504.0,3698.14990234375,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3698.149383211308,184504.375
87082.296875,1654.0,911,Ba10, ,M221Ba,Ba10-47,470.0,888,Dm,F,11.0,Z,210059.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1653.99755600674,87082.328125
134161.0,1573.1400146484375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1573.1445671934196,134160.546875
95749.8984375,1997.75,908,Ba10, ,M221Ba,Ba10-23,239.0,200,Dm,F,44.0,SW,210056.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1997.7468596467695,95749.859375
33396.30078125,813.3790283203125,909,Ba10, ,M221Ba,Ba10-23,238.0,240,Dm,F,44.0,NE,210057.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,813.3793941297837,33396.265625
54674.80078125,1115.4300537109375,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1115.4346192054231,54674.84375
187185.0,2121.919921875,321,Ba10, ,M221Ba,Ba10-22,220.0,238,Be,F,44.0,N,210021.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2121.9152369212607,187185.359375
123683.0,3462.0,911,Ba10, ,M221Ba,Ba10-47,470.0,888,Dm,F,11.0,Z,210059.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3462.0008102913675,123683.125
121588.0,1559.22998046875,912,Ba10, ,M221Ba,Ba10-24,240.0,888,Ch,F,44.0,E,210060.0,Allegheny Front sugar maple/beech,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1559.226425072395,121587.515625
520039.0,5563.72998046875,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,5563.733324403811,520039.21875
487127.0,4218.85009765625,909,Ba10, ,M221Ba,Ba10-23,238.0,240,Dm,F,44.0,NE,210057.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,4218.84652697363,487127.09375
46352.1015625,965.8489990234375,918,Ba10, ,M221Ba,Ba10-22,220.0,888,Ca,F,50.0,Z,210066.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,965.8494242069439,46352.140625
31784.5,886.4559936523438,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,886.4559077550315,31784.484375
397742.0,2877.239990234375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2877.244942043313,397742.359375
144151.0,2274.110107421875,905,Ba10, ,M221Ba,Ba10-23,230.0,238,Ca,CE,42.0,SE,210053.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2274.111563650236,144151.296875
80020.6015625,1493.6600341796875,907,Ba10, ,M221Ba,Ba10-22,220.0,888,Bm,F,50.0,Z,210055.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1493.6630855199794,80020.625
538053.0,3716.239990234375,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3716.240537532712,538052.75
640319.0,3912.699951171875,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3912.704674941774,640319.046875
198076.0,1849.199951171875,913,Ba10, ,M221Ba,Ba10-21,211.0,240,Ch,F,44.0,Z,210061.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1849.2045936279521,198076.40625
1509.1300048828125,292.4010009765625,931,Ba10, ,M221Ba,Ba10-23,238.0,240,Da,F,44.0,NW,210079.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,292.40099321069124,1509.125
102329.0,1814.81005859375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1814.8061113832848,102328.984375
19427.0,691.7160034179688,337,Ba10, ,M221Ba,Ba10-22,220.0,888,Gc,EF,50.0,Z,210037.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,691.7161916510431,19427.03125
2881.050048828125,347.24700927734375,919,Ba10, ,M221Ba,Ba10-22,220.0,888,Er,CD,44.0,NE,210067.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,347.2472344973991,2881.046875
135521.0,2504.52001953125,315,Ba10, ,M221Ba,Ba10-23,239.0,888,Be,F,43.0,SW,210015.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2504.5190565669104,135521.421875
499171.0,13126.7001953125,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,13126.65033326139,499171.015625
410876.0,3441.360107421875,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3441.363247381981,410875.875
207895.0,1928.969970703125,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1928.9659475055605,207894.671875
56468.5,1086.3299560546875,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1086.3303083600413,56468.53125
3934.68994140625,450.61199951171875,919,Ba10, ,M221Ba,Ba10-22,220.0,888,Er,CD,44.0,NE,210067.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,450.6122013260758,3934.6875
549.8909912109375,147.26600646972656,931,Ba10, ,M221Ba,Ba10-23,238.0,240,Da,F,44.0,NW,210079.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,147.26581499915395,549.890625
42075.80078125,1306.0400390625,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1306.0433134761174,42075.8125
203771.0,2294.409912109375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2294.411349781529,203770.5
10112.2998046875,745.0919799804688,931,Ba10, ,M221Ba,Ba10-23,238.0,240,Da,F,44.0,NW,210079.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,745.0919902244815,10112.328125
848734.0,6143.7900390625,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,6143.788380559889,848733.9375
12301.599609375,649.27001953125,904,Ba10, ,M221Ba,Ba10-47,470.0,888,Ca,F,11.0,Z,210052.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,649.269728418475,12301.640625
117004.0,1459.3299560546875,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1459.3346139874786,117004.1875
239457.0,3428.22998046875,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3428.2275460048236,239456.953125
106926.0,1535.3199462890625,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1535.3205619646267,106925.921875
247831.0,2138.1298828125,315,Ba10, ,M221Ba,Ba10-23,239.0,888,Be,F,43.0,SW,210015.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2138.1341728330867,247831.078125
61485.3984375,1966.75,911,Ba10, ,M221Ba,Ba10-47,470.0,888,Dm,F,11.0,Z,210059.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1966.748724707496,61485.40625
159913.0,1989.239990234375,905,Ba10, ,M221Ba,Ba10-23,230.0,238,Ca,CE,42.0,SE,210053.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1989.24243499127,159913.203125
24877.30078125,1036.56005859375,904,Ba10, ,M221Ba,Ba10-47,470.0,888,Ca,F,11.0,Z,210052.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1036.561447271754,24877.3125
551984.0,3960.2900390625,908,Ba10, ,M221Ba,Ba10-23,239.0,200,Dm,F,44.0,SW,210056.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3960.286733506016,551984.3125
303956.0,2340.550048828125,905,Ba10, ,M221Ba,Ba10-23,230.0,238,Ca,CE,42.0,SE,210053.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2340.552912937719,303955.5
35043.80078125,1135.5,915,Ba10, ,M221Ba,Ba10-22,220.0,888,VdE,F,50.0,Z,210063.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1135.5036103654727,35043.75
234130.0,2134.39990234375,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2134.3972407023875,234130.109375
45026.3984375,1023.989990234375,340,Ba10, ,M221Ba,Ba10-23,230.0,120,Gc,EF,32.0,NW,210040.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1023.992576668274,45026.359375
550.0159912109375,173.61099243164062,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,173.61053752629425,550.015625
70166.0,1252.9100341796875,930,Ba10, ,M221Ba,Ba10-24,240.0,238,Ch,EF,44.0,NW,210078.0,Allegheny Front sugar maple/beech,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1252.9069781799658,70166.0
24.046899795532227,24.741100311279297,340,Ba10, ,M221Ba,Ba10-23,230.0,120,Gc,EF,32.0,NW,210040.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,24.74105105544478,24.046875
117410.0,2444.969970703125,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2444.9671404278156,117410.109375
271705.0,2383.949951171875,321,Ba10, ,M221Ba,Ba10-22,220.0,238,Be,F,44.0,N,210021.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2383.945893775525,271704.734375
95592.5,1307.3599853515625,909,Ba10, ,M221Ba,Ba10-23,238.0,240,Dm,F,44.0,NE,210057.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1307.3563284000566,95592.515625
37698.1015625,789.5230102539062,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,789.5234209555219,37698.109375
110553.0,3542.760009765625,916,Ba10, ,M221Ba,Ba10-21,210.0,888,Sa,F,50.0,Z,210064.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3542.7615724058037,110552.796875
63136.1015625,1530.0899658203125,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1530.0915782629531,63136.125
43509.0,890.1649780273438,905,Ba10, ,M221Ba,Ba10-23,230.0,238,Ca,CE,42.0,SE,210053.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,890.1648813656249,43509.046875
21808.900390625,758.9010009765625,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,758.9012013650012,21808.859375
61694.80078125,1440.8599853515625,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1440.862150182563,61694.765625
48355.8984375,1314.030029296875,332,Ba10, ,M221Ba,Ba10-22,220.0,888,Bn,E,50.0,NW,210032.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1314.0316057718576,48355.875
675354.0,7490.27001953125,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,7490.268036841349,675354.28125
96338.6015625,1672.93994140625,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1672.9430879510137,96338.640625
86805.296875,1316.010009765625,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1316.0137828880186,86805.3125
36823.30078125,969.2860107421875,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,969.2861692730534,36823.328125
26434.900390625,707.10302734375,321,Ba10, ,M221Ba,Ba10-22,220.0,238,Be,F,44.0,N,210021.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,707.1028831799523,26434.921875
329359.0,2474.1201171875,925,Ba10, ,M221Ba,Ba10-23,238.0,220,Mk,C,42.0,SE,210073.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2474.1207398659108,329358.734375
220730.0,2319.0400390625,339,Ba10, ,M221Ba,Ba10-23,239.0,300,Gc,EF,32.0,SW,210039.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2319.0446751432078,220730.046875
23996.900390625,731.7050170898438,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,731.7048736558888,23996.90625
106106.0,1403.81005859375,904,Ba10, ,M221Ba,Ba10-47,470.0,888,Ca,F,11.0,Z,210052.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1403.8082787072306,106106.140625
69914.5,2096.429931640625,911,Ba10, ,M221Ba,Ba10-47,470.0,888,Dm,F,11.0,Z,210059.0,Allegheny Front chestnut oak/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2096.4339446053564,69914.453125
1562.030029296875,355.9429931640625,903,Ba10, ,M221Ba,Ba10-22,220.0,238,Ca,CE,42.0,NE,210051.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,355.9432570899627,1562.03125
398432.0,2903.639892578125,328,Ba10,>3600',M221Ba,Ba10-30,300.0,888,Ch,E,44.0,SW,210028.0,Allegheny Front beech,Northern High Allegheny Mountains,Allegheny Front Sideslopes,2903.635651215475,398432.4375
44100.1015625,903.8519897460938,908,Ba10, ,M221Ba,Ba10-23,239.0,200,Dm,F,44.0,SW,210056.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,903.851744841876,44100.078125
336577.0,4297.22021484375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,4297.217809579713,336577.234375
84839.203125,1481.31005859375,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1481.309938300438,84839.21875
5154.5,889.3579711914062,913,Ba10, ,M221Ba,Ba10-21,211.0,240,Ch,F,44.0,Z,210061.0,Allegheny Front hemlock,Northern High Allegheny Mountains,Allegheny Front Sideslopes,889.3579149995659,5154.5
457402.0,3948.300048828125,909,Ba10, ,M221Ba,Ba10-23,238.0,240,Dm,F,44.0,NE,210057.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3948.300548400345,457402.421875
101648.0,1425.219970703125,914,Ba10, ,M221Ba,Ba10-22,220.0,888,Ch,F,50.0,Z,210062.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1425.224047182821,101647.890625
36870.19921875,849.3270263671875,930,Ba10, ,M221Ba,Ba10-24,240.0,238,Ch,EF,44.0,NW,210078.0,Allegheny Front sugar maple/beech,Northern High Allegheny Mountains,Allegheny Front Sideslopes,849.3272362803626,36870.234375
275198.0,3782.010009765625,930,Ba10, ,M221Ba,Ba10-24,240.0,238,Ch,EF,44.0,NW,210078.0,Allegheny Front sugar maple/beech,Northern High Allegheny Mountains,Allegheny Front Sideslopes,3782.014362804388,275197.546875
29218.5,753.5050048828125,902,Ba10, ,M221Ba,Ba10-23,239.0,888,Ca,CD,42.0,SW,210050.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,753.5054635573856,29218.546875
780.468994140625,196.28199768066406,339,Ba10, ,M221Ba,Ba10-23,239.0,300,Gc,EF,32.0,SW,210039.0,Allegheny Front sugar maple/red oak,Northern High Allegheny Mountains,Allegheny Front Sideslopes,196.28196138710473,780.46875
37786.69921875,1651.3900146484375,915,Ba10, ,M221Ba,Ba10-22,220.0,888,VdE,F,50.0,Z,210063.0,Allegheny Front sugar maple/basswood,Northern High Allegheny Mountains,Allegheny Front Sideslopes,1651.3905464351633,37786.734375
