CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,MEASYEAR,LVSHRBCD,DSHRBCD,LVHRBCD,DHRBCD,LITTERCD,LVSHRBHT,DSHRBHT,LVHRBHT,DHRBHT,CREATED_DATE,MODIFIED_DATE,MICR_SAMPLE_METHOD
56707126010538,60274807010538,2004,54,39,1369,2,2004,0,1,50,0,20.0,0.0,4.3,2.4,0.0,2005-10-31 11:59:19,2014-08-04 12:01:13,1
56707135010538,60274807010538,2004,54,39,1369,3,2004,1,0,1,0,80.0,0.4,0.0,0.7,0.0,2005-10-31 11:59:19,2014-08-04 12:01:13,1
56707144010538,60274807010538,2004,54,39,1369,4,2004,1,0,20,0,70.0,1.2,0.0,1.6,0.0,2005-10-31 11:59:19,2014-08-04 12:01:13,1
56706361010538,60276426010538,2004,54,45,534,1,2004,10,0,10,0,90.0,1.5,0.0,1.4,0.0,2005-10-31 11:59:19,2014-08-04 12:01:13,1
56706370010538,60276426010538,2004,54,45,534,2,2004,20,0,50,0,70.0,1.6,0.0,4.2,0.0,2005-10-31 11:59:19,2014-08-04 12:01:13,1
56706379010538,60276426010538,2004,54,45,534,3,2004,20,0,30,0,80.0,2.2,0.0,2.6,0.0,2005-10-31 11:59:19,2014-08-04 12:01:13,1
56706389010538,60276426010538,2004,54,45,534,4,2004,10,1,10,0,90.0,2.1,0.5,1.4,0.0,2005-10-31 11:59:19,2014-08-04 12:01:13,1
56706255010538,60277154010538,2004,54,47,437,1,2004,10,1,10,0,90.0,3.5,2.1,1.2,0.0,2005-10-31 11:59:20,2014-08-04 12:01:14,1
56706264010538,60277154010538,2004,54,47,437,2,2004,30,1,1,0,99.0,1.9,1.2,0.5,0.0,2005-10-31 11:59:20,2014-08-04 12:01:14,1
56706272010538,60277154010538,2004,54,47,437,3,2004,20,1,1,0,99.0,1.4,0.7,0.3,0.0,2005-10-31 11:59:20,2014-08-04 12:01:14,1
56706282010538,60277154010538,2004,54,47,437,4,2004,0,0,1,0,60.0,0.0,0.0,1.2,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56708125010538,60277468010538,2004,54,49,1319,1,2004,10,1,20,0,40.0,1.6,1.8,1.2,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56708133010538,60277468010538,2004,54,49,1319,2,2004,0,0,60,0,20.0,0.0,0.0,1.0,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56708141010538,60277468010538,2004,54,49,1319,3,2004,60,0,90,1,50.0,7.0,0.0,1.3,0.1,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56708149010538,60277468010538,2004,54,49,1319,4,2004,70,1,30,0,99.0,8.0,4.5,0.9,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706303010538,60278287010538,2004,54,55,961,1,2004,50,1,20,0,99.0,3.4,2.0,3.5,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706321010538,60278287010538,2004,54,55,961,2,2004,10,0,10,0,10.0,8.0,0.0,0.9,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706333010538,60278287010538,2004,54,55,961,3,2004,10,0,40,10,20.0,0.6,0.0,4.8,0.5,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706343010538,60278287010538,2004,54,55,961,4,2004,10,0,90,0,70.0,4.1,0.0,2.6,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706169010538,60278861010538,2004,54,55,2278,1,2004,10,0,40,0,50.0,1.3,0.0,1.9,0.0,2005-10-31 11:59:20,2014-08-04 12:01:14,1
56706179010538,60278861010538,2004,54,55,2278,2,2004,40,40,50,0,70.0,23.0,3.2,3.8,0.0,2005-10-31 11:59:20,2014-08-04 12:01:14,1
56706189010538,60278861010538,2004,54,55,2278,3,2004,10,0,50,1,30.0,3.9,0.0,3.0,1.5,2005-10-31 11:59:20,2014-08-04 12:01:14,1
56706199010538,60278861010538,2004,54,55,2278,4,2004,0,0,90,1,30.0,0.0,0.0,1.4,0.5,2005-10-31 11:59:20,2014-08-04 12:01:14,1
56706457010538,60279998010538,2004,54,59,257,1,2004,20,1,10,0,99.0,2.7,1.1,1.5,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706465010538,60279998010538,2004,54,59,257,2,2004,1,0,1,0,99.0,0.7,0.0,1.2,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706475010538,60279998010538,2004,54,59,257,3,2004,50,1,20,0,90.0,2.1,0.5,0.9,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706485010538,60279998010538,2004,54,59,257,4,2004,50,1,20,0,90.0,2.1,0.5,0.9,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707971010538,60280574010538,2004,54,61,2189,1,2004,80,10,20,1,90.0,9.0,3.0,2.0,1.0,2005-10-31 11:59:20,2014-08-04 12:01:19,1
56707984010538,60280574010538,2004,54,61,2189,2,2004,60,10,30,1,80.0,8.0,4.0,1.5,0.5,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707998010538,60280574010538,2004,54,61,2189,3,2004,20,1,10,1,80.0,3.0,2.0,1.5,0.2,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56708011010538,60280574010538,2004,54,61,2189,4,2004,70,10,80,1,70.0,10.0,3.0,2.0,0.2,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707706010538,60281174010538,2004,54,65,623,1,2004,30,0,10,0,99.0,8.0,0.0,0.8,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707714010538,60281174010538,2004,54,65,623,2,2004,10,0,60,0,80.0,2.0,0.0,1.5,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707722010538,60281174010538,2004,54,65,623,3,2004,40,10,0,0,99.0,12.0,12.0,0.0,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707731010538,60281174010538,2004,54,65,623,4,2004,20,0,0,0,99.0,1.5,0.0,0.0,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707015010538,60282015010538,2004,54,67,2152,1,2004,0,0,20,0,80.0,0.0,0.0,4.1,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707024010538,60282015010538,2004,54,67,2152,2,2004,0,0,40,0,1.0,0.0,0.0,3.8,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707032010538,60282015010538,2004,54,67,2152,3,2004,10,0,30,0,20.0,2.7,0.0,0.2,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56707040010538,60282015010538,2004,54,67,2152,4,2004,0,0,40,0,70.0,0.0,0.0,1.6,0.0,2005-10-31 11:59:20,2014-08-04 12:01:13,1
56706593010538,60283476010538,2004,54,75,1492,1,2004,1,0,50,0,99.0,0.4,0.0,0.6,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706607010538,60283476010538,2004,54,75,1492,2,2004,0,0,20,1,99.0,0.0,0.0,1.4,0.2,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706615010538,60283476010538,2004,54,75,1492,3,2004,1,0,70,1,99.0,10.0,0.0,0.4,0.2,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706623010538,60283476010538,2004,54,75,1492,4,2004,1,0,50,1,99.0,3.7,0.0,0.9,0.3,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56707866010538,60284566010538,2004,54,77,1290,1,2004,1,20,1,0,99.0,2.0,2.0,1.0,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56707876010538,60284566010538,2004,54,77,1290,2,2004,30,10,1,0,99.0,7.0,1.5,0.5,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56707888010538,60284566010538,2004,54,77,1290,3,2004,30,10,1,0,99.0,3.5,1.5,1.0,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56707899010538,60284566010538,2004,54,77,1290,4,2004,10,0,1,0,99.0,2.0,0.0,0.5,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706409010538,60286022010538,2004,54,81,1027,1,2004,1,0,50,1,90.0,1.0,0.0,1.8,1.6,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706418010538,60286022010538,2004,54,81,1027,2,2004,1,0,60,0,80.0,5.4,0.0,1.4,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706426010538,60286022010538,2004,54,81,1027,3,2004,30,0,60,1,90.0,1.7,0.0,2.8,0.6,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706436010538,60286022010538,2004,54,81,1027,4,2004,1,0,30,0,90.0,0.6,0.0,1.9,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706655010538,60259817010538,2004,54,83,1402,1,2004,20,1,0,0,90.0,6.0,5.7,0.0,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706671010538,60259817010538,2004,54,83,1402,2,2004,90,20,40,10,99.0,6.0,5.5,1.2,0.5,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706685010538,60259817010538,2004,54,83,1402,3,2004,20,1,1,1,99.0,3.2,1.0,0.7,0.2,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706698010538,60259817010538,2004,54,83,1402,4,2004,90,1,90,30,90.0,6.3,5.0,2.1,1.1,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706916010538,60262436010538,2004,54,97,2114,1,2004,0,0,60,0,99.0,0.0,0.0,1.1,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706930010538,60262436010538,2004,54,97,2114,3,2004,1,0,40,1,30.0,3.0,0.0,3.0,2.3,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706941010538,60262436010538,2004,54,97,2114,4,2004,99,1,1,0,99.0,2.0,1.0,1.0,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56707227010538,60263298010538,2004,54,99,1933,1,2004,20,0,10,0,99.0,2.9,0.0,1.1,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56707236010538,60263298010538,2004,54,99,1933,2,2004,1,0,10,0,99.0,1.2,0.0,1.0,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56707244010538,60263298010538,2004,54,99,1933,3,2004,20,1,10,0,99.0,3.4,0.4,0.6,0.0,2005-10-31 11:59:21,2014-08-04 12:01:19,1
56707253010538,60263298010538,2004,54,99,1933,4,2004,20,0,20,0,70.0,1.9,0.0,3.7,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706821010538,60264203010538,2004,54,101,2463,1,2004,1,0,1,0,70.0,0.5,0.0,0.6,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706832010538,60264203010538,2004,54,101,2463,2,2004,1,0,30,0,50.0,1.2,0.0,1.3,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706842010538,60264203010538,2004,54,101,2463,3,2004,10,0,50,0,80.0,4.7,0.0,0.3,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56706852010538,60264203010538,2004,54,101,2463,4,2004,1,0,30,0,99.0,4.0,0.0,0.4,0.0,2005-10-31 11:59:21,2014-08-04 12:01:13,1
56708169010538,60264333010538,2004,54,103,380,1,2004,30,0,20,0,99.0,5.0,0.0,3.2,0.0,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708178010538,60264333010538,2004,54,103,380,2,2004,20,1,40,0,70.0,4.4,1.2,4.3,0.0,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708189010538,60264333010538,2004,54,103,380,3,2004,10,0,90,20,50.0,3.2,0.0,3.9,0.4,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708204010538,60264333010538,2004,54,103,380,4,2004,1,0,90,1,70.0,3.3,0.0,2.9,0.9,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708221010538,60286749010538,2004,54,105,1773,1,2004,10,1,10,0,99.0,3.1,3.9,1.0,0.0,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708231010538,60286749010538,2004,54,105,1773,2,2004,0,0,20,1,90.0,0.0,0.0,0.9,0.2,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708261010538,60287197010538,2004,54,107,1633,1,2004,1,0,10,0,99.0,1.2,0.0,1.2,0.0,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708272010538,60287197010538,2004,54,107,1633,2,2004,20,1,40,0,99.0,8.0,1.5,1.2,0.0,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708281010538,60287197010538,2004,54,107,1633,3,2004,1,0,10,0,99.0,0.5,0.0,0.5,0.0,2005-10-31 11:59:22,2014-08-04 12:01:13,1
56708289010538,60287197010538,2004,54,107,1633,4,2004,0,0,90,1,99.0,0.0,0.0,1.2,0.6,2005-10-31 11:59:22,2014-08-04 12:01:14,1
62036540010538,66749541010538,2005,54,1,2429,1,2005,0,0,20,0,90.0,0.0,0.0,3.1,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62036550010538,66749541010538,2005,54,1,2429,2,2005,10,10,1,0,80.0,30.0,1.5,0.8,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62036563010538,66749541010538,2005,54,1,2429,3,2005,1,0,70,0,99.0,0.8,0.0,3.3,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62036571010538,66749541010538,2005,54,1,2429,4,2005,30,0,20,0,90.0,35.0,0.0,2.3,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035650010538,66750371010538,2005,54,5,2402,1,2005,10,1,60,0,90.0,2.4,1.3,1.1,1.3,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035660010538,66750371010538,2005,54,5,2402,2,2005,0,0,20,1,99.0,0.0,0.0,1.5,1.4,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035668010538,66750371010538,2005,54,5,2402,3,2005,10,0,1,0,90.0,4.7,0.0,0.3,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035678010538,66750371010538,2005,54,5,2402,4,2005,0,0,30,0,99.0,0.0,0.0,1.8,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035808010538,66751670010538,2005,54,13,454,1,2005,10,0,20,0,99.0,5.5,20.0,0.8,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035814010538,66751670010538,2005,54,13,454,2,2005,0,0,80,0,60.0,0.0,0.0,0.0,0.0,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035826010538,66751670010538,2005,54,13,454,4,2005,30,1,60,1,90.0,7.0,3.1,1.7,1.2,2006-05-03 10:42:49,2014-08-04 12:01:12,1
62035768010538,66752082010538,2005,54,15,1378,1,2005,80,10,20,1,90.0,30.0,10.3,1.9,0.9,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035778010538,66752082010538,2005,54,15,1378,2,2005,1,0,40,1,40.0,0.9,0.0,1.2,0.9,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035786010538,66752082010538,2005,54,15,1378,3,2005,10,0,10,1,90.0,1.7,0.0,1.1,1.1,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035795010538,66752082010538,2005,54,15,1378,4,2005,30,1,80,1,40.0,7.5,6.3,1.8,0.3,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035468010538,66766488010538,2005,54,19,913,1,2005,0,0,50,0,99.0,0.0,0.0,3.0,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035481010538,66766488010538,2005,54,19,913,2,2005,0,0,40,1,80.0,0.0,0.0,3.0,2.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035490010538,66766488010538,2005,54,19,913,3,2005,0,0,40,0,90.0,0.0,0.0,2.0,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035499010538,66766488010538,2005,54,19,913,4,2005,0,0,80,1,90.0,0.0,0.0,2.9,2.1,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62036463010538,66755179010538,2005,54,23,2149,1,2005,0,0,0,0,99.0,0.0,0.0,0.0,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62036473010538,66755179010538,2005,54,23,2149,2,2005,0,0,1,0,99.0,0.0,0.0,0.1,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62036488010538,66755179010538,2005,54,23,2149,4,2005,0,0,10,0,99.0,0.0,0.0,2.5,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62036313010538,66757074010538,2005,54,27,602,1,2005,0,0,70,1,40.0,0.0,0.0,6.0,2.5,2006-05-03 11:21:59,2014-08-04 12:01:12,1
62036328010538,66757074010538,2005,54,27,602,2,2005,0,0,30,10,90.0,0.0,0.0,3.5,3.0,2006-05-03 11:21:59,2014-08-04 12:01:12,1
62036347010538,66757074010538,2005,54,27,602,3,2005,0,0,80,0,90.0,0.0,0.0,3.2,0.0,2006-05-03 11:21:59,2014-08-04 12:01:12,1
62036360010538,66757074010538,2005,54,27,602,4,2005,1,0,0,0,20.0,0.4,0.0,0.0,0.0,2006-05-03 11:21:59,2014-08-04 12:01:12,1
62036626010538,66758089010538,2005,54,33,830,1,2005,30,10,30,1,99.0,15.8,9.2,1.9,0.4,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62036634010538,66758089010538,2005,54,33,830,2,2005,30,1,80,10,1.0,7.3,2.8,5.6,4.8,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62036643010538,66758089010538,2005,54,33,830,3,2005,20,1,10,0,90.0,3.4,1.9,0.9,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62036651010538,66758089010538,2005,54,33,830,4,2005,10,1,70,60,70.0,7.0,4.0,1.7,0.1,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035843010538,66758939010538,2005,54,35,1145,2,2005,20,1,10,1,99.0,11.0,5.0,1.5,0.1,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035852010538,66758939010538,2005,54,35,1145,3,2005,0,0,30,20,90.0,0.0,0.0,3.0,1.5,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035859010538,66758939010538,2005,54,35,1145,4,2005,0,0,10,1,10.0,0.0,0.0,0.4,0.2,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035724010538,66735152010538,2005,54,39,2374,1,2005,0,0,40,0,99.0,0.0,0.0,3.8,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035737010538,66735152010538,2005,54,39,2374,2,2005,0,0,40,0,99.0,0.0,0.0,1.0,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035748010538,66735152010538,2005,54,39,2374,3,2005,20,10,50,10,99.0,6.0,10.1,1.5,1.7,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035757010538,66735152010538,2005,54,39,2374,4,2005,10,0,20,0,99.0,0.7,0.0,1.7,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035608010538,66735647010538,2005,54,41,2378,1,2005,0,0,50,1,99.0,0.0,0.0,1.7,0.3,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035626010538,66735647010538,2005,54,41,2378,3,2005,40,1,30,1,90.0,10.4,4.1,2.8,0.4,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035636010538,66735647010538,2005,54,41,2378,4,2005,20,0,30,1,99.0,3.5,0.0,1.3,0.5,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035226010538,66738107010538,2005,54,47,1853,1,2005,10,0,40,0,99.0,3.7,0.0,2.9,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035234010538,66738107010538,2005,54,47,1853,2,2005,70,10,30,0,99.0,1.6,1.6,1.5,0.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035243010538,66738107010538,2005,54,47,1853,3,2005,10,1,20,1,99.0,1.5,1.1,2.0,0.4,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035258010538,66738107010538,2005,54,47,1853,4,2005,10,0,80,10,99.0,1.0,0.0,3.5,1.0,2006-05-03 10:42:51,2014-08-04 12:01:12,1
62035188010538,66737921010538,2005,54,47,2474,1,2005,0,0,90,0,90.0,0.0,0.0,1.9,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035196010538,66737921010538,2005,54,47,2474,2,2005,0,0,90,0,90.0,0.0,0.0,1.5,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
62035204010538,66737921010538,2005,54,47,2474,3,2005,0,0,80,0,80.0,0.0,0.0,2.2,0.0,2006-05-03 10:42:50,2014-08-04 12:01:12,1
