CN,INVYR,STATECD,COUNTYCD,O3PLOT,FIELD_ID,SPLIT_PLOTID,GROUND_LOC_CD,MEASYEAR,BIOSPCD,AMNT_MAX,AMNT_MIN,AMNT_MEAN,SVRTY_MAX,SVRTY_MIN,SVRTY_MEAN,PLANT_INJ_CNT,PLANT_EVAL_CNT,PLANT_RATIO,BIOSPCD_SUM,BIOSPCD_INDEX,ELEV,PLTSIZE,ASPECT,TERRPOS,SOILDPTH,SOILDRN,PLOTWET,PLTDSTRB,CREATED_DATE,MODIFIED_DATE
226503220010661,1995,54,77,6871.0,687,1,1,1995,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2340,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 09:37:11,
226503210010661,1995,54,77,13351.0,1335,1,1,1995,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2520,2.0,0,1.0,1.0,1.0,,2.0,2010-06-09 09:37:08,
226503211010661,1995,54,77,13351.0,1335,1,1,1995,761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2520,2.0,0,1.0,1.0,1.0,,2.0,2010-06-09 09:37:09,
226503212010661,1995,54,77,13351.0,1335,1,1,1995,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2520,2.0,0,1.0,1.0,1.0,,2.0,2010-06-09 09:37:09,
226503189010661,1995,54,79,291.0,29,1,1,1995,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,900,2.0,244,3.0,1.0,1.0,,0.0,2010-06-09 09:37:04,
226503172010661,1995,54,81,12431.0,1243,1,1,1995,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1900,2.0,0,5.0,1.0,1.0,,0.0,2010-06-09 09:37:01,
226503214010661,1995,54,91,81.0,8,1,1,1995,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1800,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 09:37:09,
226503138010661,1995,54,99,15581.0,1558,1,1,1995,365.0,0.38,0.16,0.27,0.16,0.035,0.0975,2.0,30.0,0.06666667,0.01945,0.00129667,600,1.0,250,3.0,1.0,1.0,,2.0,2010-06-09 09:36:53,
226504283010661,1996,54,19,1591.0,159,1,1,1996,365.0,0.38,0.035,0.21857143,0.38,0.035,0.21857143,7.0,12.0,0.58333333,0.06263571,0.0365375,1600,2.0,0,2.0,1.0,1.0,,0.0,2010-06-09 10:25:19,
226504297010661,1996,54,19,4361.0,436,1,1,1996,621.0,0.035,0.035,0.035,0.035,0.035,0.035,2.0,13.0,0.15384615,0.001225,0.00018846,2400,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 10:25:22,
226504298010661,1996,54,19,4361.0,436,1,1,1996,915.0,0.88,0.035,0.44642857,0.38,0.16,0.31714286,7.0,11.0,0.63636364,0.16351429,0.10405455,2400,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 10:25:23,
226504299010661,1996,54,19,4361.0,436,1,1,1996,931.0,0.38,0.38,0.38,0.38,0.38,0.38,1.0,10.0,0.1,0.1444,0.01444,2400,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 10:25:23,
226504334010661,1996,54,27,6591.0,659,1,1,1996,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1500,2.0,0,2.0,2.0,1.0,,2.0,2010-06-09 10:25:34,
226504335010661,1996,54,27,6591.0,659,1,1,1996,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1500,2.0,0,2.0,2.0,1.0,,2.0,2010-06-09 10:25:34,
226504332010661,1996,54,31,6211.0,621,1,1,1996,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1450,2.0,0,5.0,1.0,2.0,,0.0,2010-06-09 10:25:34,
226504292010661,1996,54,31,10611.0,1061,1,1,1996,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1900,1.0,0,1.0,1.0,2.0,,2.0,2010-06-09 10:25:21,
226504293010661,1996,54,31,10611.0,1061,1,1,1996,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1900,1.0,0,1.0,1.0,2.0,,2.0,2010-06-09 10:25:22,
226504354010661,1996,54,33,10361.0,1036,1,1,1996,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1150,2.0,0,5.0,1.0,1.0,,0.0,2010-06-09 10:25:39,
226504305010661,1996,54,41,4471.0,447,1,1,1996,915.0,0.63,0.16,0.392,0.38,0.16,0.336,5.0,13.0,0.38461538,0.12124,0.04663077,1600,2.0,112,1.0,1.0,1.0,,0.0,2010-06-09 10:25:24,
226504232010661,1996,54,41,13521.0,1352,1,1,1996,365.0,0.63,0.035,0.19166667,0.63,0.035,0.115,18.0,30.0,0.6,0.02343194,0.01405917,1100,1.0,180,3.0,1.0,1.0,,2.0,2010-06-09 10:25:05,
226504233010661,1996,54,41,13521.0,1352,1,1,1996,762.0,0.63,0.16,0.342,0.16,0.035,0.11,5.0,30.0,0.16666667,0.04672,0.00778667,1100,1.0,180,3.0,1.0,1.0,,2.0,2010-06-09 10:25:06,
226504234010661,1996,54,41,13521.0,1352,1,1,1996,915.0,0.63,0.38,0.46333333,0.63,0.38,0.46333333,3.0,30.0,0.1,0.22856667,0.02285667,1100,1.0,180,3.0,1.0,1.0,,2.0,2010-06-09 10:25:06,
226504235010661,1996,54,41,13521.0,1352,1,1,1996,931.0,0.38,0.16,0.215,0.38,0.16,0.215,4.0,30.0,0.13333333,0.0432,0.00576,1100,1.0,180,3.0,1.0,1.0,,2.0,2010-06-09 10:25:06,
226504363010661,1996,54,51,15441.0,1544,1,1,1996,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1200,3.0,0,5.0,1.0,2.0,,0.0,2010-06-09 10:25:41,
226504364010661,1996,54,51,15441.0,1544,1,1,1996,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1200,3.0,0,5.0,1.0,2.0,,0.0,2010-06-09 10:25:41,
226504273010661,1996,54,55,51.0,5,1,1,1996,931.0,0.38,0.035,0.19166667,0.38,0.16,0.30666667,3.0,21.0,0.14285714,0.07026667,0.0100381,2520,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 10:25:17,
226504275010661,1996,54,55,13611.0,1361,1,1,1996,621.0,0.38,0.38,0.38,0.035,0.035,0.035,3.0,16.0,0.1875,0.0133,0.00249375,3000,2.0,0,1.0,1.0,1.0,,2.0,2010-06-09 10:25:18,
226504276010661,1996,54,55,13611.0,1361,1,1,1996,915.0,0.88,0.035,0.59166667,0.63,0.16,0.49444444,9.0,10.0,0.9,0.31147778,0.28033,3000,2.0,0,1.0,1.0,1.0,,2.0,2010-06-09 10:25:18,
226504277010661,1996,54,55,13611.0,1361,1,1,1996,931.0,0.88,0.63,0.755,0.035,0.035,0.035,2.0,26.0,0.07692308,0.026425,0.00203269,3000,2.0,0,1.0,1.0,1.0,,2.0,2010-06-09 10:25:18,
226504349010661,1996,54,61,8351.0,835,1,1,1996,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2506,1.0,244,1.0,1.0,1.0,,2.0,2010-06-09 10:25:38,
226504350010661,1996,54,61,8351.0,835,1,1,1996,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,2506,1.0,244,1.0,1.0,1.0,,2.0,2010-06-09 10:25:38,
226504301010661,1996,54,67,2861.0,286,1,1,1996,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1800,2.0,147,3.0,1.0,1.0,,0.0,2010-06-09 10:25:23,
226504302010661,1996,54,67,2861.0,286,1,1,1996,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1800,2.0,147,3.0,1.0,1.0,,0.0,2010-06-09 10:25:24,
226504303010661,1996,54,67,2861.0,286,1,1,1996,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1800,2.0,147,3.0,1.0,1.0,,0.0,2010-06-09 10:25:24,
226504347010661,1996,54,77,6871.0,687,1,1,1996,762.0,0.38,0.16,0.27,0.38,0.38,0.38,2.0,12.0,0.16666667,0.1026,0.0171,2340,1.0,0,1.0,1.0,1.0,,2.0,2010-06-09 10:25:37,
226504340010661,1996,54,77,13351.0,1335,1,1,1996,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2520,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 10:25:35,
226504341010661,1996,54,77,13351.0,1335,1,1,1996,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2520,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 10:25:36,
226504342010661,1996,54,77,13351.0,1335,1,1,1996,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2520,2.0,0,1.0,1.0,1.0,,0.0,2010-06-09 10:25:36,
226504307010661,1996,54,79,291.0,29,1,1,1996,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,900,1.0,130,1.0,1.0,1.0,,2.0,2010-06-09 10:25:25,
226504308010661,1996,54,79,291.0,29,1,1,1996,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,900,1.0,130,1.0,1.0,1.0,,2.0,2010-06-09 10:25:26,
226504309010661,1996,54,79,291.0,29,1,1,1996,915.0,0.63,0.035,0.298,0.63,0.035,0.2605,10.0,20.0,0.5,0.131745,0.0658725,900,1.0,130,1.0,1.0,1.0,,2.0,2010-06-09 10:25:26,
226504279010661,1996,54,81,10151.0,1015,1,1,1996,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1220,2.0,0,2.0,1.0,1.0,,0.0,2010-06-09 10:25:19,
226504281010661,1996,54,81,12431.0,1243,1,1,1996,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1900,2.0,0,4.0,1.0,1.0,,0.0,2010-06-09 10:25:19,
226504285010661,1996,54,81,14151.0,1415,1,1,1996,365.0,0.88,0.035,0.39363636,0.16,0.035,0.05772727,11.0,19.0,0.57894737,0.03377727,0.01955526,950,2.0,0,2.0,1.0,1.0,,0.0,2010-06-09 10:25:20,
226504295010661,1996,54,83,3671.0,367,1,1,1996,915.0,0.38,0.16,0.292,0.63,0.16,0.386,5.0,16.0,0.3125,0.11324,0.0353875,1967,2.0,182,1.0,1.0,1.0,,0.0,2010-06-09 10:25:22,
226504344010661,1996,54,91,81.0,8,1,1,1996,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1800,3.0,112,1.0,1.0,1.0,,2.0,2010-06-09 10:25:36,
226504345010661,1996,54,91,81.0,8,1,1,1996,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1800,3.0,112,1.0,1.0,1.0,,2.0,2010-06-09 10:25:37,
226504352010661,1996,54,91,6911.0,691,1,1,1996,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1241,2.0,0,2.0,1.0,1.0,,0.0,2010-06-09 10:25:38,
226504227010661,1996,54,99,15581.0,1558,1,1,1996,365.0,0.38,0.035,0.154,0.63,0.035,0.179,10.0,30.0,0.33333333,0.0475475,0.01584917,600,1.0,250,3.0,1.0,1.0,,2.0,2010-06-09 10:25:04,
226504228010661,1996,54,99,15581.0,1558,1,1,1996,541.0,0.035,0.035,0.035,0.035,0.035,0.035,1.0,30.0,0.03333333,0.001225,4.083e-05,600,1.0,250,3.0,1.0,1.0,,2.0,2010-06-09 10:25:04,
226504229010661,1996,54,99,15581.0,1558,1,1,1996,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,600,1.0,250,3.0,1.0,1.0,,2.0,2010-06-09 10:25:05,
226504230010661,1996,54,99,15581.0,1558,1,1,1996,915.0,0.16,0.16,0.16,0.38,0.38,0.38,1.0,30.0,0.03333333,0.0608,0.00202667,600,1.0,250,3.0,1.0,1.0,,2.0,2010-06-09 10:25:05,
226074776010661,1997,54,17,831.0,83,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1200,1.0,257,1.0,1.0,1.0,,0.0,2010-06-07 08:49:27,
226074777010661,1997,54,17,831.0,83,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1200,1.0,257,1.0,1.0,1.0,,0.0,2010-06-07 08:49:27,
226074707010661,1997,54,19,4361.0,436,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,2500,2.0,60,1.0,1.0,1.0,,0.0,2010-06-07 08:49:09,
226074708010661,1997,54,19,4361.0,436,1,1,1997,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2500,2.0,60,1.0,1.0,1.0,,0.0,2010-06-07 08:49:09,
226074759010661,1997,54,27,6591.0,659,1,1,1997,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1500,2.0,272,1.0,2.0,1.0,,0.0,2010-06-07 08:49:22,
226074702010661,1997,54,31,10611.0,1061,1,1,1997,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1900,2.0,0,2.0,1.0,2.0,,0.0,2010-06-07 08:49:08,
226074703010661,1997,54,31,10611.0,1061,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1900,2.0,0,2.0,1.0,2.0,,0.0,2010-06-07 08:49:08,
226074773010661,1997,54,33,10361.0,1036,1,1,1997,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1150,2.0,260,1.0,1.0,1.0,,0.0,2010-06-07 08:49:25,
226074774010661,1997,54,33,10361.0,1036,1,1,1997,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1150,2.0,260,1.0,1.0,1.0,,0.0,2010-06-07 08:49:26,
226074727010661,1997,54,35,7261.0,726,1,1,1997,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,800,1.0,182,1.0,1.0,1.0,,2.0,2010-06-07 08:49:14,
226074718010661,1997,54,39,3131.0,313,1,1,1997,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1220,1.0,186,3.0,1.0,1.0,,0.0,2010-06-07 08:49:12,
226074719010661,1997,54,39,3131.0,313,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1220,1.0,186,3.0,1.0,1.0,,0.0,2010-06-07 08:49:12,
226074721010661,1997,54,39,6961.0,696,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,768,1.0,0,1.0,1.0,1.0,,0.0,2010-06-07 08:49:13,
226074716010661,1997,54,41,4471.0,447,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1600,2.0,0,1.0,1.0,3.0,,0.0,2010-06-07 08:49:11,
226074652010661,1997,54,41,13521.0,1352,1,1,1997,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1200,1.0,180,3.0,1.0,1.0,,2.0,2010-06-07 08:48:55,
226074653010661,1997,54,41,13521.0,1352,1,1,1997,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1200,1.0,180,3.0,1.0,1.0,,2.0,2010-06-07 08:48:55,
226074654010661,1997,54,41,13521.0,1352,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1200,1.0,180,3.0,1.0,1.0,,2.0,2010-06-07 08:48:55,
226074655010661,1997,54,41,13521.0,1352,1,1,1997,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1200,1.0,180,3.0,1.0,1.0,,2.0,2010-06-07 08:48:55,
226074729010661,1997,54,43,5831.0,583,1,1,1997,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1100,1.0,124,1.0,1.0,1.0,,0.0,2010-06-07 08:49:15,
226074730010661,1997,54,43,5831.0,583,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1100,1.0,124,1.0,1.0,1.0,,0.0,2010-06-07 08:49:15,
226074731010661,1997,54,43,5831.0,583,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1100,1.0,124,1.0,1.0,1.0,,0.0,2010-06-07 08:49:15,
226074686010661,1997,54,55,51.0,5,1,1,1997,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,2520,2.0,292,1.0,1.0,1.0,,0.0,2010-06-07 08:49:04,
226074688010661,1997,54,55,13611.0,1361,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3000,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 08:49:04,
226074689010661,1997,54,55,13611.0,1361,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,3000,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 08:49:05,
226074690010661,1997,54,55,13611.0,1361,1,1,1997,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,3000,2.0,0,1.0,1.0,1.0,,0.0,2010-06-07 08:49:05,
226074710010661,1997,54,67,2861.0,286,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1800,2.0,240,3.0,1.0,2.0,,0.0,2010-06-07 08:49:10,
226074711010661,1997,54,67,2861.0,286,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1800,2.0,240,3.0,1.0,2.0,,0.0,2010-06-07 08:49:10,
226074768010661,1997,54,77,6871.0,687,1,1,1997,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2340,2.0,0,4.0,1.0,1.0,,2.0,2010-06-07 08:49:24,
226074769010661,1997,54,77,6871.0,687,1,1,1997,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2340,2.0,0,4.0,1.0,1.0,,2.0,2010-06-07 08:49:25,
226074764010661,1997,54,77,13351.0,1335,1,1,1997,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2520,2.0,260,1.0,1.0,2.0,,2.0,2010-06-07 08:49:23,
226074695010661,1997,54,81,12431.0,1243,1,1,1997,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1869,2.0,0,4.0,1.0,1.0,,0.0,2010-06-07 08:49:06,
226074697010661,1997,54,81,14151.0,1415,1,1,1997,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,950,2.0,40,3.0,1.0,1.0,,0.0,2010-06-07 08:49:07,
226074705010661,1997,54,83,3671.0,367,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1967,2.0,170,1.0,1.0,1.0,,0.0,2010-06-07 08:49:08,
226074713010661,1997,54,83,15331.0,1533,1,1,1997,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2800,2.0,135,3.0,1.0,1.0,,0.0,2010-06-07 08:49:11,
226074714010661,1997,54,83,15331.0,1533,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2800,2.0,135,3.0,1.0,1.0,,0.0,2010-06-07 08:49:11,
226074779010661,1997,54,85,5651.0,565,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,829,1.0,126,3.0,1.0,1.0,,0.0,2010-06-07 08:49:28,
226074780010661,1997,54,85,5651.0,565,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,829,1.0,126,3.0,1.0,1.0,,0.0,2010-06-07 08:49:28,
226074723010661,1997,54,87,4861.0,486,1,1,1997,365.0,0.63,0.63,0.63,0.38,0.38,0.38,1.0,10.0,0.1,0.2394,0.02394,1000,1.0,0,4.0,1.0,1.0,,0.0,2010-06-07 08:49:13,
226074724010661,1997,54,87,4861.0,486,1,1,1997,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1000,1.0,0,4.0,1.0,1.0,,0.0,2010-06-07 08:49:13,
226074725010661,1997,54,87,4861.0,486,1,1,1997,931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1000,1.0,0,4.0,1.0,1.0,,0.0,2010-06-07 08:49:14,
226074766010661,1997,54,91,81.0,8,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1800,3.0,184,1.0,1.0,1.0,,0.0,2010-06-07 08:49:24,
226074771010661,1997,54,91,6911.0,691,1,1,1997,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1241,2.0,170,1.0,1.0,1.0,,0.0,2010-06-07 08:49:25,
226074648010661,1997,54,99,15581.0,1558,1,1,1997,365.0,0.88,0.16,0.29428571,0.035,0.035,0.035,7.0,30.0,0.23333333,0.0103,0.00240333,600,1.0,250,3.0,1.0,1.0,,2.0,2010-06-07 08:48:54,
