CN,PLT_CN,INVYR,STATECD,COUNTYCD,O3PLOT,FIELD_ID,SPLIT_PLOTID,SMPKNDCD,MEASDAY,MEASMON,MEASYEAR,PLTSIZE,ASPECT,TERRPOS,SOILDPTH,SOILDRN,PLTDSTRB,CRWTYPCD,PLOTWET,INJCHECK,GRIDDEN,CREATED_DATE,MODIFIED_DATE
1974125000333,159626759010661,1997,54,41,4471.0,447,1,2,5,8,1997,2.0,0,1.0,1.0,3.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974124000333,159626757010661,1997,54,41,13521.0,1352,1,2,6,8,1997,1.0,180,3.0,1.0,1.0,2.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974126000333,159626761010661,1997,54,43,5831.0,583,1,1,13,8,1997,1.0,124,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:46:38
1974127000333,159626763010661,1997,54,55,51.0,5,1,2,6,8,1997,2.0,292,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974128000333,159626765010661,1997,54,55,13611.0,1361,1,2,6,8,1997,2.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974129000333,159626767010661,1997,54,67,2861.0,286,1,2,6,8,1997,2.0,240,3.0,1.0,2.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974131000333,159626771010661,1997,54,77,6871.0,687,1,2,6,8,1997,2.0,0,4.0,1.0,1.0,2.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974130000333,159626769010661,1997,54,77,13351.0,1335,1,2,5,8,1997,2.0,260,1.0,1.0,2.0,2.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974117000333,159626773010661,1997,54,81,12431.0,1243,1,2,4,8,1997,2.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974132000333,159626775010661,1997,54,81,14151.0,1415,1,2,4,8,1997,2.0,40,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974133000333,159626777010661,1997,54,83,3671.0,367,1,2,7,8,1997,2.0,170,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974134000333,159626779010661,1997,54,83,15331.0,1533,1,1,7,8,1997,2.0,135,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:46:37
1974135000333,159626781010661,1997,54,85,5651.0,565,1,1,8,8,1997,1.0,126,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:46:44
1974137000333,159626783010661,1997,54,87,4861.0,486,1,1,11,8,1997,1.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:46:38
1974138000333,159626785010661,1997,54,91,81.0,8,1,2,14,8,1997,3.0,184,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974139000333,159626787010661,1997,54,91,6911.0,691,1,2,12,8,1997,2.0,170,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974141000333,159626791010661,1997,54,99,15581.0,1558,1,2,6,8,1997,1.0,250,3.0,1.0,1.0,2.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:47:35
1974142000333,159626793010661,1997,54,109,431.0,43,1,1,7,8,1997,1.0,215,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:54,2010-09-10 07:46:35
1974597000333,159625131010661,1998,54,11,6901.0,690,1,2,4,8,1998,1.0,0,1.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974598000333,159625133010661,1998,54,19,1591.0,159,1,2,3,8,1998,3.0,0,5.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974599000333,159625135010661,1998,54,21,11901.0,1190,1,1,18,8,1998,1.0,0,5.0,1.0,2.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:37
1974600000333,159625137010661,1998,54,25,14171.0,1417,1,1,3,8,1998,1.0,320,3.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:37
1974601000333,159625139010661,1998,54,27,6891.0,689,1,1,17,8,1998,2.0,0,4.0,1.0,2.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:41
1974602000333,159625141010661,1998,54,31,6211.0,621,1,2,10,8,1998,1.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974603000333,159625143010661,1998,54,33,10361.0,1036,1,2,11,8,1998,1.0,140,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974604000333,159625145010661,1998,54,35,7261.0,726,1,2,13,8,1998,2.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974605000333,159625147010661,1998,54,39,3131.0,313,1,2,12,8,1998,2.0,0,1.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974607000333,159625151010661,1998,54,41,4471.0,447,1,2,10,8,1998,2.0,0,1.0,2.0,3.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974606000333,159625149010661,1998,54,41,13521.0,1352,1,2,29,7,1998,1.0,180,3.0,1.0,1.0,1.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974608000333,159625153010661,1998,54,51,12961.0,1296,1,1,18,8,1998,2.0,135,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:44
1974609000333,159625155010661,1998,54,51,15441.0,1544,1,2,18,8,1998,2.0,140,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974610000333,159625157010661,1998,54,53,21.0,2,1,1,5,8,1998,1.0,0,5.0,1.0,2.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:38
1974611000333,159625159010661,1998,54,71,7361.0,736,1,1,21,8,1998,1.0,0,2.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:36
1974612000333,159625161010661,1998,54,75,651.0,65,1,1,19,8,1998,1.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:37
1974613000333,159625163010661,1998,54,77,6871.0,687,1,2,10,8,1998,2.0,45,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974614000333,159625165010661,1998,54,81,10151.0,1015,1,2,3,8,1998,2.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974615000333,159625167010661,1998,54,83,15331.0,1533,1,2,19,8,1998,1.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974616000333,159625169010661,1998,54,85,7821.0,782,1,1,18,8,1998,1.0,120,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:44
1974617000333,159625171010661,1998,54,87,4861.0,486,1,2,12,8,1998,2.0,168,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974618000333,159625173010661,1998,54,89,271.0,27,1,1,6,8,1998,1.0,140,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:34
1974619000333,159625175010661,1998,54,91,81.0,8,1,2,11,8,1998,2.0,250,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974620000333,159625177010661,1998,54,93,10731.0,1073,1,1,19,8,1998,2.0,0,1.0,2.0,2.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:46:42
1974621000333,159625179010661,1998,54,99,15581.0,1558,1,2,18,8,1998,1.0,250,3.0,1.0,1.0,1.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1974622000333,159625181010661,1998,54,109,431.0,43,1,2,6,8,1998,1.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:49,2010-09-10 07:47:35
1976212000333,159622911010661,1999,54,31,5341.0,534,1,1,8,8,1999,2.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:46:41
1976210000333,159622907010661,1999,54,31,5511.0,551,1,1,11,8,1999,2.0,0,5.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:46:37
1976211000333,159622909010661,1999,54,31,6211.0,621,1,2,10,8,1999,2.0,270,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976213000333,159622913010661,1999,54,37,3091.0,309,1,1,11,8,1999,2.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:46:41
1976215000333,159622917010661,1999,54,39,2911.0,291,1,1,11,8,1999,2.0,0,5.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:46:38
1976214000333,159622915010661,1999,54,39,3131.0,313,1,2,10,8,1999,2.0,0,1.0,1.0,1.0,1.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976220000333,159622919010661,1999,54,39,6961.0,696,1,2,10,8,1999,1.0,0,5.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976216000333,159622921010661,1999,54,41,13521.0,1352,1,2,3,8,1999,1.0,180,3.0,1.0,1.0,1.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976217000333,159622923010661,1999,54,51,12961.0,1296,1,2,10,8,1999,2.0,0,1.0,1.0,2.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976219000333,159622927010661,1999,54,61,811.0,81,1,1,4,8,1999,2.0,234,5.0,1.0,2.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:46:44
1976218000333,159622925010661,1999,54,61,8351.0,835,1,2,11,8,1999,2.0,50,1.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976221000333,159622929010661,1999,54,91,81.0,8,1,2,11,8,1999,2.0,195,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976222000333,159622931010661,1999,54,91,6911.0,691,1,2,11,8,1999,1.0,170,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1976223000333,159622933010661,1999,54,99,15581.0,1558,1,2,28,7,1999,1.0,250,3.0,1.0,1.0,1.0,1,,0,,2008-06-20 09:50:42,2010-09-10 07:47:35
1980015000333,159621409010661,2000,54,1,9801.0,980,1,1,9,8,2000,2.0,0,5.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:43
1980016000333,159621411010661,2000,54,7,8631.0,863,1,1,7,8,2000,2.0,0,2.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:37
1980017000333,159621413010661,2000,54,13,10271.0,1027,1,1,28,8,2000,3.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:38
1980018000333,159621415010661,2000,54,19,4361.0,436,1,2,10,8,2000,2.0,46,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980020000333,159621419010661,2000,54,31,5341.0,534,1,2,14,8,2000,2.0,0,2.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980019000333,159621417010661,2000,54,31,6211.0,621,1,2,17,8,2000,1.0,285,1.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980021000333,159621421010661,2000,54,33,13421.0,1342,1,1,9,8,2000,1.0,305,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:43
1980022000333,159621423010661,2000,54,35,7261.0,726,1,2,23,8,2000,2.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980023000333,159621425010661,2000,54,35,14381.0,1438,1,1,23,8,2000,2.0,359,3.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:44
1980024000333,159621427010661,2000,54,37,3091.0,309,1,2,14,8,2000,2.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980026000333,159621431010661,2000,54,41,4471.0,447,1,2,2,8,2000,2.0,0,4.0,2.0,3.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980025000333,159621429010661,2000,54,41,13521.0,1352,1,2,2,8,2000,1.0,180,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980027000333,159621433010661,2000,54,47,8561.0,856,1,1,3,8,2000,3.0,0,4.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:34
1980028000333,159621435010661,2000,54,47,14611.0,1461,1,1,3,8,2000,1.0,277,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:34
1980029000333,159621437010661,2000,54,51,5601.0,560,1,1,10,8,2000,2.0,45,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:44
1980030000333,159621439010661,2000,54,55,13611.0,1361,1,2,3,8,2000,1.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980031000333,159621441010661,2000,54,63,4131.0,413,1,1,9,8,2000,2.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:34
1980032000333,159621443010661,2000,54,67,2861.0,286,1,2,7,8,2000,2.0,220,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980033000333,159621445010661,2000,54,71,7361.0,736,1,2,12,8,2000,1.0,360,2.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980034000333,159621447010661,2000,54,71,12871.0,1287,1,1,12,8,2000,1.0,0,5.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:36
1980035000333,159621449010661,2000,54,75,651.0,65,1,2,1,8,2000,2.0,315,1.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980036000333,159621451010661,2000,54,77,13351.0,1335,1,2,21,8,2000,1.0,90,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980037000333,159621453010661,2000,54,81,14151.0,1415,1,2,10,8,2000,2.0,0,5.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980038000333,159621455010661,2000,54,83,3671.0,367,1,2,31,7,2000,2.0,35,1.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980039000333,159621457010661,2000,54,83,15331.0,1533,1,2,1,8,2000,2.0,15,4.0,2.0,3.0,0.0,1,,1,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980040000333,159621459010661,2000,54,85,5651.0,565,1,2,23,8,2000,2.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980041000333,159621461010661,2000,54,87,4861.0,486,1,2,23,8,2000,2.0,130,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1980042000333,159621463010661,2000,54,89,4201.0,420,1,1,11,8,2000,3.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:46:34
1980043000333,159621465010661,2000,54,99,15581.0,1558,1,2,31,7,2000,1.0,250,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:37,2010-09-10 07:47:35
1979480000333,159620081010661,2001,54,13,10271.0,1027,1,2,15,8,2001,2.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
1979481000333,159620083010661,2001,54,25,3051.0,305,1,1,7,8,2001,1.0,180,1.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:46:34
1979482000333,159620085010661,2001,54,27,6891.0,689,1,2,8,8,2001,3.0,0,5.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
1979484000333,159620089010661,2001,54,31,5341.0,534,1,2,9,8,2001,1.0,0,2.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
1979483000333,159620087010661,2001,54,31,6211.0,621,1,2,9,8,2001,1.0,250,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
1979485000333,159620091010661,2001,54,33,10361.0,1036,1,2,24,8,2001,1.0,105,2.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
1979487000333,159620095010661,2001,54,35,7261.0,726,1,2,15,8,2001,2.0,0,1.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
1979486000333,159620093010661,2001,54,35,10691.0,1069,1,1,15,8,2001,1.0,230,3.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:46:38
1979488000333,159620097010661,2001,54,35,14381.0,1438,1,2,15,8,2001,2.0,359,4.0,2.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
1979489000333,159620099010661,2001,54,37,3091.0,309,1,2,22,8,2001,2.0,0,2.0,1.0,1.0,0.0,1,,0,,2008-06-20 09:50:31,2010-09-10 07:47:36
