CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND
56708095010538,60267985010538,2004,54,17,1054,4,30,3.0,2004,1,6.4,6.392014968818,621.0,2,9,9,16,28,N,1,25.732758333333333,504.839663328,247.876274694048,0.5681423611111112,8.485125,8.485125,8.485125,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,218.345671053125,218.345671053125,218.345671053125,4283.627648295996,4283.627648295996,4283.627648295996,2103.261175313334,2103.261175313334,2103.261175313334
56708096010538,60267985010538,2004,54,17,1054,4,30,4.0,2004,1,4.2,4.194759823287,621.0,3,3,3,4,5,N,1,0.34088541666666666,4.4499455,2.1849232405,0.1590798611111111,47.5167,47.5167,47.5167,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,211.44672533985,211.44672533985,211.44672533985,103.82034214186635,103.82034214186635,103.82034214186635
56708097010538,60267985010538,2004,54,17,1054,4,30,5.0,2004,1,2.7,2.69663131497,621.0,3,3,3,3,7,N,1,0.3436125,4.485545064,2.202402626424,0.13635416666666667,33.9405,33.9405,33.9405,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,152.241642244692,152.241642244692,152.241642244692,74.75064634214377,74.75064634214377,74.75064634214377
56708100010538,60267985010538,2004,54,17,1054,4,150,1.0,2004,1,10.8,10.746401654268,541.0,2,3,3,3,7,N,1,0.3436125,9.19836918,4.51639926738,0.13635416666666667,33.9405,33.9405,33.9405,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,312.19724915379,312.19724915379,312.19724915379,153.2888493345109,153.2888493345109,153.2888493345109
56708101010538,60267985010538,2004,54,17,1054,4,150,2.0,2004,1,3.4,3.383126446714,621.0,3,3,3,4,10,N,1,0.6817708333333333,8.899891,4.369846481,0.1590798611111111,23.75835,23.75835,23.75835,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,211.44672533985,211.44672533985,211.44672533985,103.82034214186635,103.82034214186635,103.82034214186635
56708102010538,60267985010538,2004,54,17,1054,4,150,3.0,2004,1,2.0,1.99007438042,541.0,2,5,3,6,39,N,1,4.78603125,128.12014215,62.90698979565,0.20453125,6.091884615384616,6.091884615384616,6.091884615384616,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,29.155950140625,29.155950140625,29.155950140625,780.493122884475,780.493122884475,780.493122884475,383.2221233362772,383.2221233362772,383.2221233362772
56708106010538,60267985010538,2004,54,17,1054,4,270,1.0,2004,1,10.7,10.099284413116,975.0,2,4,3,4,12,N,1,0.818125,17.98628832,8.83126756512,0.1590798611111111,19.798625,19.798625,19.798625,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,356.10377758956,356.10377758956,356.10377758956,174.84695479647397,174.84695479647397,174.84695479647397
56708107010538,60267985010538,2004,54,17,1054,4,270,2.0,2004,1,4.4,4.15297676801,621.0,2,11,9,16,28,N,1,25.732758333333333,504.839663328,247.876274694048,0.5681423611111112,8.485125,8.485125,8.485125,,,,,,,2005-10-31 11:59:18,2026-06-25 13:31:36,1,,,,,,218.345671053125,218.345671053125,218.345671053125,4283.627648295996,4283.627648295996,4283.627648295996,2103.261175313334,2103.261175313334,2103.261175313334
56706772010538,60270544010538,2004,54,25,2331,2,30,1.0,2004,1,22.4,22.15217430425,901.0,2,4,3,4,10,N,1,0.6817708333333333,23.8101864,11.6908015224,0.1590798611111111,23.75835,23.75835,23.75835,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,565.69074205644,565.69074205644,565.69074205644,277.75415434971205,277.75415434971205,277.75415434971205
56706773010538,60270544010538,2004,54,25,2331,2,30,2.0,2004,1,15.3,15.130726198885,901.0,2,4,4,17,69,N,1,57.39146875,2004.341491152,984.131672155632,0.47723958333333333,3.4432391304347827,3.4432391304347827,3.4432391304347827,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,197.612550953125,197.612550953125,197.612550953125,6901.427053088568,6901.427053088568,6901.427053088568,3388.600683066487,3388.600683066487,3388.600683066487
56706774010538,60270544010538,2004,54,25,2331,2,30,3.0,2004,1,14.2,14.04289621073,901.0,3,3,3,3,3,N,1,0.1472625,3.5358126804,1.7360840260764,0.13635416666666667,79.1945,79.1945,79.1945,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,280.0169173179378,280.0169173179378,280.0169173179378,137.48830640310746,137.48830640310746,137.48830640310746
56706783010538,60270544010538,2004,54,25,2331,3,30,1.0,2004,1,2.3,2.274553611597,901.0,3,10,9,10,4,N,1,1.9744083333333333,47.4060811224,23.2763858310984,0.43178819444444444,59.395875,59.395875,59.395875,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,117.271710565625,117.271710565625,117.271710565625,2815.72566858593,2815.72566858593,2815.72566858593,1382.5213032756917,1382.5213032756917,1382.5213032756917
56706793010538,60270544010538,2004,54,25,2331,4,30,1.0,2004,1,22.3,22.272177156976,901.0,2,3,3,3,3,N,1,0.1472625,5.1430002624,2.5252131288384,0.13635416666666667,79.1945,79.1945,79.1945,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,407.2973342806368,407.2973342806368,407.2973342806368,199.98299113179266,199.98299113179266,199.98299113179266
56706767010538,60270544010538,2004,54,25,2331,1,270,1.0,2004,1,19.7,17.26145340093,602.0,3,3,3,5,20,N,1,1.8544166666666666,34.405719348,16.893208199868,0.18180555555555555,11.879175,11.879175,11.879175,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,408.7115611357779,408.7115611357779,408.7115611357779,200.67737651766694,200.67737651766694,200.67737651766694
56706768010538,60270544010538,2004,54,25,2331,1,270,2.0,2004,1,16.5,14.457562493165,931.0,3,3,3,3,7,N,1,0.3436125,4.05242838,1.98974233458,0.13635416666666667,33.9405,33.9405,33.9405,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,137.54144543139,137.54144543139,137.54144543139,67.53284970681248,67.53284970681248,67.53284970681248
56706789010538,60270544010538,2004,54,25,2331,3,270,1.0,2004,1,22.3,21.048041346962,901.0,2,3,3,3,3,N,1,0.1472625,5.1430002624,2.5252131288384,0.13635416666666667,79.1945,79.1945,79.1945,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,407.2973342806368,407.2973342806368,407.2973342806368,199.98299113179266,199.98299113179266,199.98299113179266
56707628010538,60272420010538,2004,54,31,598,4,150,1.0,2004,1,24.268498099388,24.0,833.0,3,3,3,5,13,N,2,1.2053708333333333,29.063130096,14.269996877136,0.18180555555555555,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,22.02894010625,531.147705320232,531.147705320232,531.147705320232,260.7935233122339,260.7935233122339,260.7935233122339
56707632010538,60272420010538,2004,54,31,598,4,270,1.0,2004,1,23.2,23.084862812872,833.0,3,4,3,4,20,N,2,1.3635416666666667,32.876844,16.142530404,0.1590798611111111,11.879175,11.879175,11.879175,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,16.197750078125,390.5497833237,390.5497833237,390.5497833237,191.7599436119367,191.7599436119367,191.7599436119367
56707633010538,60272420010538,2004,54,31,598,4,270,2.0,2004,1,21.3,21.194292151473,833.0,3,3,3,3,13,N,2,0.6381375,15.386362992,7.554704229072,0.13635416666666667,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,11.66238005625,281.195843993064,281.195843993064,281.195843993064,138.06715940059442,138.06715940059442,138.06715940059442
56706719010538,60271920010538,2004,54,31,2183,2,30,1.0,2004,2,22.2,22.089825622662,802.0,3,7,3,8,48,N,1,9.5557,199.633097664,98.019850953024,0.9999305555555555,4.94965625,4.94965625,19.798625,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,47.297430228125,47.297430228125,189.1897209125,988.115209559478,988.115209559478,3952.460838237912,485.1645678937037,485.1645678937037,1940.6582715748148
56706729010538,60271920010538,2004,54,31,2183,3,30,1.0,2004,1,16.6,16.579288825372,901.0,3,5,4,7,51,N,1,9.04028125,217.059611769,106.576269378579,0.3333101851851852,4.6585,4.6585,6.211333333333333,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,42.114150203125,42.114150203125,56.15220027083333,1011.1722014258866,1011.1722014258866,1348.229601901182,496.4855509001103,496.4855509001103,661.9807345334804
56706730010538,60271920010538,2004,54,31,2183,3,30,2.0,2004,1,13.7,13.682907042626,998.0,4,3,3,3,5,N,1,0.2454375,3.34486152,1.64232700632,0.18180555555555555,47.5167,47.5167,63.3556,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,15.549840075,158.936781387384,158.936781387384,211.915708516512,78.03795966120555,78.03795966120555,104.05061288160739
56706740010538,60271920010538,2004,54,31,2183,4,30,1.0,2004,1,23.8,23.770305665293,318.0,1,5,3,7,52,N,1,8.224883333333333,287.4103232,141.1184686912,0.30300925925925926,4.568913461538462,4.568913461538462,6.091884615384616,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,37.57878018125,37.57878018125,50.105040241666664,1313.1528946536,1313.1528946536,1750.8705262048,644.7580712749176,644.7580712749176,859.6774283665568
56706741010538,60271920010538,2004,54,31,2183,4,30,2.0,2004,1,23.4,23.370804729742,318.0,1,4,3,6,57,N,1,6.99496875,244.432188,120.016204308,0.27270833333333333,4.168131578947368,4.168131578947368,5.557508771929824,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,29.155950140625,29.155950140625,38.8746001875,1018.825521714,1018.825521714,1358.434028952,500.243331161574,500.243331161574,666.991108215432
56706733010538,60271920010538,2004,54,31,2183,3,150,1.0,2004,1,12.5,12.126781251817,998.0,4,5,4,5,11,N,1,1.2299145833333334,16.761472728,8.229883109448,0.27270833333333333,21.5985,21.5985,28.798,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,26.564310128125,26.564310128125,35.41908017083333,362.022668715708,362.022668715708,482.696891620944,177.75313033941262,177.75313033941262,237.0041737858835
56706725010538,60271920010538,2004,54,31,2183,2,270,1.0,2004,2,11.8,11.741438844478,998.0,4,4,3,4,4,Y,1,0.27270833333333333,3.7165128,1.8248077848,0.6363194444444444,59.395875,59.395875,237.5835,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,64.7910003125,220.7455297047,220.7455297047,882.9821188188,108.3860550850077,108.3860550850077,433.5442203400308
56706747010538,60271920010538,2004,54,31,2183,4,270,1.0,2004,1,2.3,2.203000456009,318.0,1,3,3,5,10,N,1,0.9272083333333333,32.400368,15.908580688,0.2424074074074074,23.75835,23.75835,31.6778,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,22.02894010625,22.02894010625,29.371920141666667,769.7792830728,769.7792830728,1026.3723774304,377.9616279887448,377.9616279887448,503.9488373183264
56707168010538,60274986010538,2004,54,39,649,2,30,1.0,2004,2,4.1,3.738878171218,833.0,2,3,3,3,9,N,1,0.4417875,12.273068808,6.026076784728,0.5454166666666667,26.39816666666667,26.39816666666667,105.59266666666667,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,11.66238005625,11.66238005625,46.649520225,323.986515905052,323.986515905052,1295.946063620208,159.07737930938052,159.07737930938052,636.3095172375221
56707182010538,60274986010538,2004,54,39,649,3,30,1.0,2004,1,1.7,1.425354147711,998.0,3,3,3,4,4,N,1,0.27270833333333333,3.981978,1.955151198,0.21210648148148148,59.395875,59.395875,79.1945,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,21.597000104166668,236.51306754075,236.51306754075,315.350756721,116.12791616250826,116.12791616250826,154.837221550011
56707193010538,60274986010538,2004,54,39,649,4,30,1.0,2004,1,7.0,6.002450479988,832.0,3,4,4,9,27,N,1,7.14223125,114.315696495,56.129006979045,0.39391203703703703,8.799388888888888,8.799388888888888,11.732518518518518,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,62.847270303125,62.847270303125,83.79636040416666,1005.9082695636974,1005.9082695636974,1341.21102608493,493.90096035577545,493.90096035577545,658.5346138077007
56707171010538,60274986010538,2004,54,39,649,2,150,1.0,2004,2,16.1,15.196119537493,833.0,2,6,5,5,31,N,1,4.226979166666666,117.4275102,57.6569075082,0.9090277777777778,7.663983870967742,7.663983870967742,30.65593548387097,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,32.39550015625,32.39550015625,129.582000625,899.9625441807,899.9625441807,3599.8501767228,441.8816091927237,441.8816091927237,1767.5264367708949
56707172010538,60274986010538,2004,54,39,649,2,150,2.0,2004,2,17.8,16.800678743315,833.0,2,7,3,9,42,N,1,10.308375,286.37160552,140.60845831032,1.0908333333333333,5.65675,5.65675,22.627,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,58.31190028125,58.31190028125,233.247601125,1619.93257952526,1619.93257952526,6479.73031810104,795.3868965469027,795.3868965469027,3181.5475861876107
56707196010538,60274986010538,2004,54,39,649,4,150,1.0,2004,1,11.2,10.982503567738,832.0,3,9,3,8,28,N,1,5.574158333333333,89.21774862,43.80591457242,0.3333101851851852,8.485125,8.485125,11.3135,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,47.297430228125,47.297430228125,63.06324030416667,757.0237492592775,757.0237492592775,1009.36499901237,371.6986608863053,371.6986608863053,495.59821451507366
56707197010538,60274986010538,2004,54,39,649,4,150,2.0,2004,1,8.8,8.62910994608,832.0,3,4,3,4,8,N,1,0.5454166666666667,8.729721,4.286293011,0.21210648148148148,29.6979375,29.6979375,39.59725,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,16.197750078125,16.197750078125,21.597000104166668,259.2547086504375,259.2547086504375,345.67294486725,127.29406194736481,127.29406194736481,169.72541592981975
56707198010538,60274986010538,2004,54,39,649,4,150,3.0,2004,1,6.8,6.667948594698,832.0,3,5,4,9,27,N,1,7.14223125,114.315696495,56.129006979045,0.39391203703703703,8.799388888888888,8.799388888888888,11.732518518518518,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,62.847270303125,62.847270303125,83.79636040416666,1005.9082695636974,1005.9082695636974,1341.21102608493,493.90096035577545,493.90096035577545,658.5346138077007
56707162010538,60274986010538,2004,54,39,649,1,270,1.0,2004,1,11.7,11.7,800.0,3,6,3,9,31,N,1,7.6085625,126.05257665,61.89181513515,0.3636111111111111,7.663983870967742,7.663983870967742,10.218645161290322,,,,,,,2005-10-31 11:59:19,2026-06-25 13:31:36,1,,,,,,58.31190028125,58.31190028125,77.749200375,966.064914339525,966.064914339525,1288.0865524527,474.3378729407068,474.3378729407068,632.4504972542757
